,geo,text,user,location
523,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Majuthomas15,
524,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,RG_MSMAHI,"Khanna, India"
525,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",harishthala599,vandavasi
526,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Santhos40168972,
527,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,Professor99_,
528,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,iKnightRider,"Nashik, India"
529,, Kaha tha na mahaul banayenge! 😎Reply with a 💙 if you are still in awe of our 𝙏𝙃𝙍𝙄𝙇𝙇𝙄𝙉𝙂 𝙒𝙄𝙉? 🐯🔥#DCvKXIP #Dream11IPL #…,NishhZone,The Road less travel
530,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",6934a9585950403,"Tiruchirapalli, India"
531,," WHAT A GAME! Super Over Super Rabada!Whichever team you were supporting, you can’t help but feel terrible for …",manojmunda2697,"Pune, India"
532,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",BharatB54887368,"Chennai, India Puzhal Jail"
533,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",vetti_paiiyan,"Tamil Nadu, India"
534,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,Cric_Karthikk,
535,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,AyeRaaju, New Delhi
536,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,akashcr699,"Chandigarh, India"
537,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Lokesh93819272,
538,,Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020… ,CricSubhayan,
539,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Satyadarling141,"Draksharamam, India"
540,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,VishalS89540057,
541,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ranjith_msd,"Saidapet, India"
542,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",madhandeutsche,India/Germany
543,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ActorVijayFan5,"Coimbatore, India"
544,, 📹 | ’s thoughts on last night's encounter! 👇#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 …,aman75574189,"Bhopal, India"
545,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,aman75574189,"Bhopal, India"
546,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",sengodan4,"Kollam, India"
547,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,sengodan4,"Kollam, India"
548,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Ngkramki1,
549,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ArunKumarShanm5,"Theni Allinagaram, India"
550,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Aruthamizh,chennai
551,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SHOeB229,
552,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,VYadav5780,"Bihar, India"
553,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",HemantSpartan,NCR India
554,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",RajaM70129080,"Nagercoil,Kanyakumari"
555,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,Tanuj62149736,
556,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",an10ANTON,Earth   
557,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ravi_Suriya7,"Bengaluru, Karnataka"
558,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",KubendhiranN,"Pondicherry, India"
559,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",_Rajudaw,Tamilnadu
560,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",YuvaStr3,
561,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PonmohanH,"Kangayam, Tiruphur"
562,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Kamesh99387611,"Kanchipuram, India"
563,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",vajbharad,DHANUSH ANNA HEART 
564,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ajay346126821,"Salem, India"
565,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",santhoshaathi,
566,," Spoke too soon!  pulled that one back and how! But in my defence of , that  run in pen…",shubhk_12,"Mumbai, India"
567,," 18.3 in Kings XI Punjab's chase was declared as a short run, but replays suggest it might have not been one 😯…",shubhk_12,"Mumbai, India"
568,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Akshay94635306,
569,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",iamsabarihere,Trichy
570,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",_Manikaa_,"Waterloo, Ontario"
571,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",praveensixer,
572,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SanjuSfc1,"Trivandrum, India"
573,,Navdeep Saini!! Expect a self appreciation tweet by G Gambhir #DCvKXIP #IPL2020,Salman_2911,New Delhi
574,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,AhmedRa90389240,
575,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",YasaswiKodali,India 
576,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Worth_offi,புளுத்தி_நாடு
577,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",thananchjayanm,
578,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,shashi_70,mumbai
579,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",GokulVK18_SFC,End Of The World ☯︎
580,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",RenjitRajendran,"Trivandrum, India"
581,, Sweep shot is only  's thing !!#DCvKXIP #IPL2020 #Dream11IPL,KaushikYuvifan,
582,, You gotta feel sad for this guy..#IPL2020 #DCvKXIP ,U33143444,
583,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,KaushaRajni,"Patiala, India"
584,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,sapnaarathor,
585,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PRADEEPBABUrk,"Chennai, Tamil Nadu"
586,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",vigeshvickyvv,Karaikal
587,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Dhanush_Maara,"தமிழ்நாடு,சென்னை"
588,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Aathish051,"Saidapet, India"
589,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",JAISURYAN,"Coimbatore/ Warsaw, Poland"
590,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sivaram2526,chennai
591,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",KKavutham,Sivakasi
592,, IT'S A SUPER OVER!!!#IPL #IPL2020 #KXIP #DCvKXIP #DelhiCapitals #KingsXiPunjab #Dream11IPL,angeltime22,
593,, Raaaaa-weeeeeee want to see you shine 💫#SaddaPunjab  #WakhraSquad #DCvKXIP #IPL2020 ,abdlovesindia,"Jodhpur, India"
594,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Vignesh22365646,"Mysore, India"
595,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Adi_zutshi,
596,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Venkate37616949,"Tiruppur, India"
597,, Match 3 - SRH VS RCBTo Register Visit : Answer the Question in Comments Share/Retweet the Po…,RahulWalkar2496,Mumbai
598,,Abhishek Sharma showing how to play Chahal. Just use your bloody feet! #IPL2020 #DCvKXIP,Salman_2911,New Delhi
599,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AkhilSU8,"Cochin, India"
600,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Zaaid08,
601,,"No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The… ",iamkaviaarasan,"chennai, iyyapanthangal"
602,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",aravind29raj,"Tamil Nadu, India"
603,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",TarakRajesh9,"Hyderabad, India"
604,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",shiva_m_s_p,Madipakkam
605,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ganda_tarun,India
606,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",kavinpr63120089,
607,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",jagancharles,
608,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,jaskarantheking,"Punjab, India"
609,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",KarunaSK45,"Ramanathapuram,TamilNadu"
610,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Nirmal378,Bangalore
611,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ashraf79231130,
612,, Punjab's fans right now.#IPL2020 #DCvKXIP #SuperOver ,Kiran_452,"Surat, India"
613,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Sunkavalli119,Ekkadapadithe Akkada
614,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",LesnarH,"Chennai, India"
615,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",srinivasanvj,"Tamil Nadu, India"
616,," A magical knock from Mayank, wasn't it?Rate his innings on a scale of ❤️ to ❤️❤️#SaddaPunjab  #WakhraSquad #DCvKXIP #…",Ranjith08982613,"Bengaluru South, India"
617,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Habershan10,
618,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",jillu_offl,சூர்யா ❤️😍
619,, 📹 | ’s thoughts on last night's encounter! 👇#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 …,CWC19Winner,United States
620,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AmerkAshok,"Coimbatore, India"
621,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",itz_arul,
622,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sv1498,Sendamangalam
623,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Hari_Soupboy,coimbatore
624,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",itis_teddy__,
625,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Jairam32140308,जोधपुर राजस्थान
626,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Havoc_harshaSfc,
627,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ashwin_sfc_,💫
628,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sang1983,"Chennai, India"
629,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Vipin23646186,
630,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Franklin5525724,Banglore
631,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",nikKhiladi,
632,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",StaineJoshua,
633,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PriyanRethna,"Trivandrum, India"
634,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Johikrishna5,
635,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",MIDHUNMOHAN1010,
636,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Vimales70642175,
637,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Krishna24288465,"Chittoor, India"
638,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",imSaravanan3,
639,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",vickyve84860717,vellore
640,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ya_Itsme_D,World
641,, The game was pretty much hanging in the balance until when the umpires didn't SEE what we all SAW. 🤷‍♂️Describe yesterda…,Cricketwaali,
642,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,JyotiMadaan19,
643,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,IamHarshDeshwal,In a galaxy far away
644,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Kishore91325813,
645,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Gokul08042002,"Chennai, India"
646,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Sandeepchejeti,
647,,In last 2 matches and in today's match players fielding is too poor. Is it because of lockdown??#RCBvSRH #DCvKXIP #MIvCSK #IPL2020,chau__10,"Salem, India"
648,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",gl0ryhunter,"chennai,india"
649,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ashok5854,"kanyakumari,india"
650,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Cj_celes,"Chennai, India"
651,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AnaiKomagan,"Chennai,India"
652,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",__haripra_arsni,
653,,"No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The… ",sri50,Chennai
654,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,AsmiAnand3,Jammu
655,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Ambrish13329628,"गोरखपुर, भारत"
656,," Ricky to Marcus before he came out to bat tonight 👉🏻 ""STOIN, SMASH!"" 🔥#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli h…",ThalapathyMuku2,
657,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,SatwikMSDNTR,"Andhra Pradesh, India"
658,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",Navyavegi,"Hyderabad, India"
659,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,RoarMacha,
660,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Navyavegi,"Hyderabad, India"
661,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,ugendhergoud143,"Nalgonda, India"
662,,DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,DelhiCapitals,"New Delhi, India"
663,," 3 runs to win. Dilliwalon, LET'S. DO. THIS. 💪🏻#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli #RockyAurVicky",MSmahi1981,"Chennai, India"
664,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,sreez_sreehari,
665,," 18.3 in Kings XI Punjab's chase was declared as a short run, but replays suggest it might have not been one 😯…",JagrajSanghera,
666,," ""Kagiso and Stoinis are game-changers for us.""- Shreyas Iyer #DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli",MSmahi1981,"Chennai, India"
667,," How times have changed. Aakash Chopra's ""Darshak bane fielder, Fielder bane darshak"" is now ""Aur yeh gend gayi quarantine m…",RakeshK56536968,"Hyderabad, India"
668,, 1st Super Over in 2nd Match itself. Whatttaaaaa Match #DCvKXIP #IPL2020,Chandru_VijayFC,Paramakudi 
669,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,MSmahi1981,"Chennai, India"
670,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Man1shRox,Kanpur | Lucknow | हैदराबाद 
671,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",Man1shRox,Kanpur | Lucknow | हैदराबाद 
672,, #IPL2020 #Ashwin #DCvKXIPPain has settled down and scan reports are encouraging: READ▶️…,RakshithBJ2,"Bengaluru, India"
673,,#IPL2020 #Ashwin #DCvKXIPPain has settled down and scan reports are encouraging: READ▶️… ,toisports,"New Delhi, India"
674,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,bindaas_ajit,India
675,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",nekkantitsayz,"Hyderabad, India"
676,, Maxwell Today 😀#Ok_uk_ #IPL2020 #DCvKXIP ,csk_oompu,
677,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,nekkantitsayz,"Hyderabad, India"
678,, Delhi as usual playing with all Josh and no hosh... Problem with youngsters I suppose #DCvKXIP #IPL2020,dhiman_neeraj,India
679,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,maryamabdkhan,"Mumbai, India"
680,, Delhi won in super over #DCvKXIP #IPL2020  ,harshit96809011,
681,, IPL= Talent meets Opportunity. Ravi Bishnoi has further confirmed what we thought of him. Temperament is impressive. Ski…,ArjunAgniveer,"INDIA, EARTH"
682,, My Dream 11 Team today 1Crore Wala bc 😅#DCvKXIP #IPL2020 ,ShivamK45585138,
683,, Which team are you Support Tonight? Mine KingXi because of KL Rahul ❤️🔹KINGXI : Retweet🔹DC : Like#DCvKXIP #IPL2020…,ShivamK45585138,
684,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,NathalyStephani,"Lima, Peru"
685,, Debutant Ravi Bishnoi reveals his mantra for success against #DC 👇🏻#SaddaSquad #WakhraSquad #DCvKXIP #IPL2020…,NathalyStephani,"Lima, Peru"
686,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,NathalyStephani,"Lima, Peru"
687,, Match day 1️⃣ | DCvKXIP 📸#SaddaPunjab #WakhraSquad #IPL2020,NathalyStephani,"Lima, Peru"
688,, 📹 | ’s thoughts on last night's encounter! 👇#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 …,NathalyStephani,"Lima, Peru"
689,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,NathalyStephani,"Lima, Peru"
690,, One registered his best bowling figures while other went on to hit his highest score in the #Dream11IPL 💪Shami bhai and…,NathalyStephani,"Lima, Peru"
691,, A roller coaster of emotions 💔#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP,NathalyStephani,"Lima, Peru"
692,, Poll Q : How many runs **RCB will make ? #IPL2020 👇👇👇#CSKvsMI#PlayBold #SRH #SRHvsRCB #RCBVsSRH#RCBvSRH#DCvKXIP#…,jithendrababa02,
693,, 14 overs 108-2 How many runs #RCB? Can add in next 6 overs?? #IPL2020 👇👇👇#CSKvsMI#PlayBold #SRH #SRHvsRCB #RCBVsSR…,jithendrababa02,
694,, Poll Q : 164 needed to win Who will win #RCBvSRH ? #IPL2020 👇👇👇#CSKvsMI#PlayBold #SRH #SRHvsRCB #RCBVsSRH#RCBvSRH…,jithendrababa02,
695,, Umpiring error! 18.3 in  chase wasn't a short run.#IPL2020 #DCvKXIP ,girirajula,
696,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,IamAshokOdii,"Saurashtra, Gujarat, India"
697,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,VijayKu41855394,"Karnataka, India"
698,," Need a game-changer with bat and ball, call me maybe? 🤙🏻📞#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli …",surya142001,"Attur, India"
699,," The story continues.. an umpiring blunder, a tie, and a super over.. memories of #CWC19 final⏳ #ShareTheTrophy #IPL2020…",Jeevanl14086361,Rajasthan#india🇮🇳
700,,"  1. Virender Sehwag2. Sandeep Lamichane3. Gulam Bodi4. Cottrell ""Salute""5. Stuar… ",ShwetaKK16,
701,, C) Catch #IPL2020 #IPL #Cricket #Twenty20 #RCBVsSRH #TibetforTibetans #DCvKXIP… ,Seemajain515,"Jaipur, Rajasthan, India"
702,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,ShwetaKK16,
703,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,sanjay_sfs,India
704,, Match 3 - SRH VS RCBTo Register Visit : Answer the Question in Comments Share/Retweet the Po…,Seemajain515,"Jaipur, Rajasthan, India"
705,,"  1. Virender Sehwag2. Sandeep Lamichane3. Gulam Bodi4. Cottrell ""Salute""5. Stuar… ",AkashK95,"New Delhi, India"
706,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,AkashK95,"New Delhi, India"
